,Empresas,Cargos,Salarios,Ciudades,Urls
4715,NEXA BPO,Agente call center cobranzas cartera administrativa,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/agente-call-center-cobranzas-cartera-administrativa/1885613208
4716,CONFIPETROL,Auxiliar jurídico,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-juridico/1885613204
4717,Fundacion Santa fé,Instrumentador (a) quirurgico (a),"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/instrumentador-a-quirurgico-a/1885613209
4718,PANAMERICANA OUTSOURCING S.A.,Auxiliar de auditoría procesos,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-auditoria-procesos/1885548797
4719,Holcim,Analista de conciliaciones bilingüe (holcim abs) - frances b2,"$2,5 a $3 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-conciliaciones-bilingue-holcim-abs-frances-b2/1885612959
4720,Empresa confidencial,Coordinador administrador en salud - pasto,$6 a $8 millones,Pasto,https://www.elempleo.com/co/ofertas-trabajo/coordinador-administrador-en-salud-pasto/1885613219
4721,Empresa confidencial,Consultor en sistemas integrados de gestión,"$4 a $4,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/consultor-en-sistemas-integrados-de-gestion/1885613213
4722,CEDICAF S.A,Técnico en atención pre hospitalario,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/tecnico-en-atencion-pre-hospitalario/1885612982
4723,KIBERNUM SAS,Analista tecnico/fullstack,$6 a $8 millones,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-tecnico-fullstack/1885613215
4724,SUSTS Colombia Ltda.,Practicante tecnico o tecnólogo - tecnología y sistemas bogota,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/practicante-tecnico-o-tecnologo-tecnologia-y-sistemas-bogota/1885613220
4725,Empresa confidencial,Odontologo director comercial,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/odontologo-director-comercial/1885613237
4726,MANPOWER,Analista contable - experiencia en fiduciarias,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-contable-experiencia-en-fiduciarias/1885613232
4727,Empresa confidencial,Enfermera (o) soporte y capacitación historia clinica sistematizada,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermera-o-soporte-y-capacitacion-historia-clinica-sistematizada/1885613235
4728,Nae,Auxiliar contable,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885613280
4729,ADECCO COLOMBIA S A,Enfermero jefe de cultura y formacion,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermero-jefe-de-cultura-y-formacion/1885613250
4730,Empresa confidencial,Montacarguista,"$2 a $2,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/montacarguista/1885613252
4731,Empresa confidencial,We're looking for a bilingual quality analyst in barranquilla!,"$2 a $2,5 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/were-looking-for-a-bilingual-quality-analyst-in-barranquilla/1885613297
4732,SMART CONSULTING AND SERVICE LIMITADA,Comercial ejecutivo,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/comercial-ejecutivo/1885613290
4733,PARQUE EXPLORA,Profesional diseño industrial,Salario a convenir,Medellín,https://www.elempleo.com/co/ofertas-trabajo/profesional-diseno-industrial/1885613253
4734,TALYCAP GLOBAL SAS,Comercial it,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/comercial-it/1885613306
4735,Empresa confidencial,Gerente administrativo y comercial,Salario a convenir,Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/gerente-administrativo-y-comercial/1885613264
4736,ADECCO COLOMBIA S A,Analista de investigación y desarrollo de productos,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-investigacion-y-desarrollo-de-productos/1885613276
4737,Sinergy & Lowells,Analista soporte lt/ calidad 27001,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-soporte-lt--calidad-27001/1885613296
4738,Servicio de empleo Comfama,Analista de compras y logística con licencia b1 para guarne 1626313558.8,"$1,5 a $2 millones",Guarne,https://www.elempleo.com/co/ofertas-trabajo/analista-de-compras-y-logistica-con-licencia-b1-para-guarne-16263135588/1885613292
4739,Empresa confidencial,Asistente administrativo sogomaso,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-administrativo-sogomaso/1885613289
4740,Empresa confidencial,Asesor comercial medicina prepagada,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-medicina-prepagada/1885613256
4741,MEDICALL TALENTO HUMANO S.A.S.,Enfermera de gestion del riesgo,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/enfermera-de-gestion-del-riesgo/1885613301
4742,NUEVA EPS S.A,Coordinador de oficina - armenia-rs-012356,"$3 a $3,5 millones",Armenia,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-oficina-armeniars012356/1885613308
4743,Empresa confidencial,¡reconocida multinacional busca un/a analista de selección bilingüe!,"$2,5 a $3 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/reconocida-multinacional-busca-un-a-analista-de-seleccion-bilingue/1885609693
4744,SERVICIOS Y ASESORIAS,Director técnico,"$4 a $4,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/director-tecnico/1885613268
4745,PERIFERIA IT CORP SAS,Consultor/a sql server - sas,"$5,5 a $6 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/consultor-a-sql-server-sas/1885613285
4746,Comestibles Ricos S.A,Supervisor de ventas tat- chia,Salario a convenir,Chía,https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-ventas-tat-chia/1885613238
4747,MASSY ENERGY COLOMBIA S.A.S,Planeador de mantenimiento- parada de planta,"$5,5 a $6 millones",Riohacha,https://www.elempleo.com/co/ofertas-trabajo/planeador-de-mantenimiento-parada-de-planta/1885613225
4748,Asesoftware S.A.S,Auxiliar administrativo,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo/1885613118
4749,Listos S.A.S,Inspector de calidad o laboratorio,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/inspector-de-calidad-o-laboratorio/1885613228
4750,En Tienda Distribuciones Ltda.,Asesora vendedora tat,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesora-vendedora-tat/1885613580
4751,Empresa confidencial,Auxiliar de soporte técnico,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-soporte-tecnico/1885613596
4752,PRODESEG S.A.,Ingeniero de proyectos,"$2 a $2,5 millones",Cota,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-proyectos/1885613526
4753,Empresa confidencial,Rector educativo,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/rector-educativo/1885613583
4754,ADECCO COLOMBIA S A,"Aprendiz sena o practicante de tecnólogo industrial, producción, químico, calidad - o afines, bogotá","$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/aprendiz-sena-o-practicante-de-tecnologo-industrial-produccion-quimico-calidad-o-afines-bogota/1885613593
4755,Empresa confidencial,Rs-012325 - asesor de servicio al cliente - dibulla,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/rs012325-asesor-de-servicio-al-cliente-dibulla/1885613584
4756,COLSUBSIDIO,Auxiliar oficina i - bogota (alimentos y bebidas),"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-oficina-i-bogota-alimentos-y-bebidas/1885613599
4757,Empresa confidencial,Profesionales de salud - teletrabajo (urgente - contratación inmediata),"$2 a $2,5 millones",Remoto,https://www.elempleo.com/co/ofertas-trabajo/profesionales-de-salud-teletrabajo-urgente-contratacion-inmediata/1885613624
4758,Empresa confidencial,Visitador médico bogotá,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/visitador-medico-bogota/1885613619
4759,MEDICALL TALENTO HUMANO S.A.S.,Medico consulta externa sur de bogotá,"$4 a $4,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/medico-consulta-externa-sur-de-bogota/1885613612
4760,CASALUKER,Ayudante logistico-pereira,"$1 a $1,5 millones",Pereira,https://www.elempleo.com/co/ofertas-trabajo/ayudante-logisticopereira/1885613613
4761,S.O.S.,Asesor comercial - popayán,"$1 a $1,5 millones",Popayán,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-popayan/1885613616
4762,S.O.S.,Asesor de servicios integrados - popayan,"$1 a $1,5 millones",Popayán,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-servicios-integrados-popayan/1885613617
4763,R.A. MOTOS SAS,Auxiliar contable,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885613609
4764,SUMMAR PRODUCTIVIDAD S.A.S,Analista contable bilingüe,"$4,5 a $5,5 millones",Cali,https://www.elempleo.com/co/ofertas-trabajo/analista-contable-bilingue/1885613610
4765,REDCOL S.A.S,Docente física/science,"$1,5 a $2 millones",Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/docente-fisica-science/1885613629
4766,CONFIAR,Asesor comercial financiero - paipa (boyacá),"$1,5 a $2 millones",Paipa,https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-financiero-paipa-boyaca/1885573530
4767,Grupo Good,Ayudante de fotografía - bogota,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ayudante-de-fotografia-bogota/1885318455
4768,Tecnoquimicas,Representante de ventas detallistas- tat medellin,"$1,5 a $2 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/representante-de-ventas-detallistas-tat-medellin/1885613632
4769,GS,Asistente contable presencial | excel intermedio-avanzado,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-contable-presencial-excel-intermedioavanzado/1885613638
4770,Instituto del corazón de bucaramanga sa,Médico hospitalario - bucaramanga,"$4 a $4,5 millones",Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/medico-hospitalario-bucaramanga/1885613640
4771,Baco foods Colombia,Auxiliar logístico,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-logistico/1885613631
4772,AGM DESARROLLOS SAS,Aprendiz contable,"$1 a $1,5 millones",Cartagena,https://www.elempleo.com/co/ofertas-trabajo/aprendiz-contable/1885613648
4773,EXPRESO VIAJES Y TURISMO SAS,Asesor de viajes vacacional,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-viajes-vacacional/1885613652
4774,Servicio Inglés SAS,Técnico mecánico automotriz,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/tecnico-mecanico-automotriz/1885613633
4775,INTER RAPIDISIMO,Oficial de cumplimiento,$6 a $8 millones,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/oficial-de-cumplimiento/1885613655
4776,EDITORA TKE LEARNING COLOMBIA SAS,Ejecutivo recaudo- bogota,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-recaudo-bogota/1885613647
4777,Empresa confidencial,Lider de diseño y comunicación organizacional,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/lider-de-diseno-y-comunicacion-organizacional/1885613766
4778,Empresa confidencial,Agente de mesa de ayuda,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/agente-de-mesa-de-ayuda/1885613741
4779,Crane & Lifting SAS,Ingeniero operativo (inspector - examinador - conferencista),Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-operativo-inspector-examinador-conferencista/1885222742
4780,Sercofun Los Olivos,Gestor comercial,"$1 a $1,5 millones",Santander de Quilichao,https://www.elempleo.com/co/ofertas-trabajo/gestor-comercial/1885366866
4781,Empresa confidencial,Supervisor de ventas ibague,$8 a $10 millones,Ibagué,https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-ventas-ibague/1885613262
4782,SUPER AUDIO SA,Auxiliar contable y administrativa,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable-y-administrativa/1885572409
4783,Servicio de empleo Comfama,Asesor/a comercial senior 1626208590.31,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/asesor-a-comercial-senior-162620859031/1885613773
4784,CONINSA RAMON H. S,Asistente de atraccion y seleccion de talentos,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-atraccion-y-seleccion-de-talentos/1885613781
4785,EMTELCO,Ejecutivo de ventas empresariales - excelentes comisiones!,"$2 a $2,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-ventas-empresariales-excelentes-comisiones/1885612809
4786,INTERACTIVO CONTACT CENTER S.A,Trabaja de lunes a sabado // asesor call center,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/trabaja-de-lunes-a-sabado----asesor-call-center/1885612810
4787,Empresa confidencial,Marketing executives,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/marketing-executives/1885612804
4788,EDITORA TKE LEARNING COLOMBIA SAS,Desarrollador comercial y de marketing,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-comercial-y-de-marketing/1885612802
4789,Empresa confidencial,"Supervisores logisticos transportes, logistica y rampa bogotá","$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/supervisores-logisticos-transportes-logistica-y-rampa-bogota/1885612798
4790,ADECCO COLOMBIA S A,Atención al cliente trilingue / 3.100.000 + 38 días de vacaciones/descansa 2 días bogotá,"$3 a $3,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/atencion-al-cliente-trilingue---3100000-38-dias-de-vacaciones-descansa-2-dias-bogota/1885612824
4791,PREBEL S.A.,Representante de ventas pereira,"$1 a $1,5 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/representante-de-ventas-pereira/1885612825
4792,Politecnico Grancolombiano,Auxiliar de contabilidad temporal - bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-contabilidad-temporal-bogota/1885612831
4793,Empresa confidencial,Digitadora / bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/digitadora---bogota/1885612823
4794,Empresa confidencial,Digital trafficker,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/digital-trafficker/1885612830
4795,Empresa confidencial,Ejecutivo de cuenta senior apertura clientes,"$3,5 a $4 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/ejecutivo-de-cuenta-senior-apertura-clientes/1885612799
4796,Empresa confidencial,Analista administrativa y contable 100% presencial bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-administrativa-y-contable-100-presencial-bogota/1885612820
4797,FINCA S.A.,Auxiliar bodega bpt,"$2 a $2,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-bodega-bpt/1885551840
4798,Empresa confidencial,Asistente de operaciones administrativas,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-operaciones-administrativas/1885612841
4799,Empresa confidencial,Auxiliar de impuestos,"$1,5 a $2 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-impuestos/1885612843
4800,Servicio de empleo Comfama,Operador/a de vibrocompactador con licencia b2 y c2 1626165838.27,"$1,5 a $2 millones",Medellín,https://www.elempleo.com/co/ofertas-trabajo/operador-a-de-vibrocompactador-con-licencia-b2-y-c2-162616583827/1885612844
4801,Empresa confidencial,Asistente de comunicaciones,"$2,5 a $3 millones",Barranquilla,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-comunicaciones/1885612850
4802,TRU&GO IMPORTACIONES SAS,Auxiliar de bodega- empaque,"$1 a $1,5 millones",Cota,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-bodega-empaque/1885612835
4803,Arturo Calle,Vendedor,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/vendedor/1885603127
4804,LG ELECTRONICS,Analista comercial coad,"$2,5 a $3 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-comercial-coad/1885612856
4805,DISTRIQUIMICOS ALDIR SAS,Director (a)tecnico (a) para rectivos y dispositivos (fontibon),Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/director-atecnico-a-para-rectivos-y-dispositivos-fontibon/1885612867
4806,Grupo Good,Jefe de almacén de repuestos (motos y bicicletas) bogotá,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-almacen-de-repuestos-motos-y-bicicletas-bogota/1885612865
4807,Par logistics,Auxiliar contable,Salario a convenir,Cali,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-contable/1885612854
4808,Ortopedicos Futuro Colombia SAS,Director tecnico / regente de farmacia bucaramanga (drogueria comercial),"$2 a $2,5 millones",Bucaramanga,https://www.elempleo.com/co/ofertas-trabajo/director-tecnico---regente-de-farmacia-bucaramanga-drogueria-comercial/1885612859
4809,STF GROUP S.A.,Analista de talento humano,"$1,5 a $2 millones",Cali,https://www.elempleo.com/co/ofertas-trabajo/analista-de-talento-humano/1885612987
4810,Ospinas & CIA. S.A.,Analista de urbanismo,"$2,5 a $3 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/analista-de-urbanismo/1885612986
4811,NEXA BPO,Asesor de servicio al cliente entidad financiera ¡contrato a termino indefinido!,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/asesor-de-servicio-al-cliente-entidad-financiera-contrato-a-termino-indefinido/1885612991
4812,Empresa confidencial,Líder de recursos humanos,Salario a convenir,Bogotá,https://www.elempleo.com/co/ofertas-trabajo/lider-de-recursos-humanos/1885612997
4813,Politecnico Grancolombiano,Auxiliar de cartera - teletrabajo temporal,"$1 a $1,5 millones",Bogotá,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-cartera-teletrabajo-temporal/1885613002
